Cote,Numéro du reportage,Titre,Date,Photographe(s)
20100562/1119,4962,"""Inauguration par le Président, accompagné de Bernadette CHIRAC, de l'exposition ""Trésors engloutis d'Egypte"" , au Grand-Palais, à Paris, en présence du Président de la République d'Égypte Hosni MOUBARAK et de son épouse Suzanne MOUBARAK""",2006-12-08,
20100562/1120,4964,"""Pot de départ M. Stéphane Dupré la Tour""",2006-12-08,
20100562/1121,4965,"""Diner privé avec Jacques CHRETIEN ancien Premier ministre du Canada""",2006-12-08,
20100562/1122,4966,"""Anniversaire du Président de la République""",2006-12-09,
20100562/1123,4967,"""Entretien avec Driss JETTOU Premier ministre du Royaume du Maroc""",2006-12-11,
20100562/1124,4968,"""Entretien du Président avec Luc GUYAU, Président de l'Assemblée Permanente des Chambres d'Agriculture (APCA), au Palais de l'Elysée.""",2006-12-11,
20100562/1125,4969,"""Comité d'honneur de la conférence internationale sur l'environnement""",2006-12-12,
20100562/1126,4970,"""Déjeuner offert par Bernadette CHIRAC en l'honneur de l'association "" Pont neuf"", au Palais de l'Elysée.""",2006-12-12,
20100562/1127,4971,"""Conseil européen à BRUXELLES""",2006-12-14,
20100562/1128,4972,"""Réunion privée, présidée par Michel BLANGY, directeur de Cabinet, au Palais de l'Elysée.""",2006-12-15,
20100562/1129,4973,"""Remise de décoration par monsieur BLANGY au lieutenant-colonel POMMIER""",2006-12-15,
20100562/1130,4974,"""Entretien avec Muhammad YUNUS, Prix nobel de la Paix 2006, accompagné des co-lauréats de la GRAMEEN BANK, au Palais de l'Elysée.""",2006-12-16,
20100562/1131,4975,"""Inauguration du synchrotron SOLEIL à Saint-Aubin dans l'Essonne""",2006-12-18,
20100562/1132,4976,"""Arbre de Noël à la Crèche de l'Elysée""",2006-12-18,
20100562/1133,4977,"""Entretien avec Thomas BONI YAYI, Président du BENIN""",2006-12-19,
20100562/1134,4978,"""Arbre de Noël au Palais de l'Elysée.""",2006-12-20,
20100562/1135,4979,"""Vœux aux français""",2006-12-31,
20100562/1136,4980,"""Salut au Drapeau, au Palais de l'Elysée""",2007-01-03,
20100562/1137,4981,"""Vœux au gouvernement""",2007-01-03,
20100562/1138,4982,"""Cérémonie des Vœux du Conseil Constitutionnel, au Palais de l'Elysée""",2007-01-03,
20100562/1139,4983,"""Vœux aux forces vives""",2007-01-04,
20100562/1140,4984,"""Cérémonie des Vœux du Parlement et du Conseil Économique et Social, au Palais de l'Élysée""",2007-01-04,
20100562/1141,4985,"""Vœux pays avec accords diplomatiques""",2007-01-05,
20100562/1142,4986,"""Cérémonie des Vœux du Corps diplomatique, au Palais de l'Élysée""",2007-01-05,
20100562/1143,4987,"""Vœux de la municipalité de Paris""",2006-01-05,
20100562/1144,4988,"""Cérémonie des Vœux des Corréziens, en Corrèze""",2007-01-06,
20100562/1145,4989,"""Vœux aux armées""",2007-01-08,
20100562/1146,4990,"""Cérémonie des Vœux des Autorités religieuses, au Palais de l'Élysée""",2007-01-08,
20100562/1147,4991,"""Vœux des fonctionnaires et agents de l'Etat à la préfecture de Bobigny""",2007-01-09,
20100562/1148,4992,"""Cérémonie des Vœux des Anciens Combattants, au Palais de l'Élysée""",2007-01-10,
20100562/1149,4993,"""Vœux à la presse""",2007-01-11,
20100562/1150,4994,"""Cérémonie des vœux de la Confédération de la Boulangerie-pâtisserie française et remise de la ""Galette des rois"" au Président, au Palais de l'Élysée""",2007-01-12,
20100562/1151,4995,"""Entretien suivi d'un dîner offert par monsieur le Président de la République en l'honneur de SHINZO ABE Premier ministre du japon""",2007-01-12,
20100562/1152,4996,"""Entretien du Président avec Saad HARIRI, Président du ""Mouvement pour le Futur"", parti politique du Liban, au Palais de l'Élysée""",2007-01-14,
20100562/1153,4997,"""Interview du Président de la République par Michel Drucker""",2007-01-15,
20100562/1154,4998,"""Cérémonie des Vœux des collaborateurs, au Palais de l'Élysée""",2007-01-15,
20100562/1155,4999,"""Entretien de Monsieur le Président de la République avec Monsieur TONG SANG""",2007-01-16,
20100562/1156,5000,"""Réunion internationale pour la lutte contre les disparitions et l'exploitation des enfants, au Palais de l'Elysée""",2007-01-17,
20100562/1157,5001,"""Hommage solennel de la Nation "" Aux Justes de France"" par Monsieur le Président de la République au PANTHEON""",2007-01-18,
20100562/1158,5002,"""Cérémonie collective de remise de décoration, au Palais de l'Élysée.""",2007-01-19,
20100562/1159,5003,"""Installation de l'Autorité de Sureté Nucléaire""",2007-01-19,
20100562/1160,5004,"""Déplacement du Président à la Cour des Comptes à Paris à l'occasion du Bicentenaire de la Cour des Comptes""",2007-01-22,
20100562/1161,5005,"""Goûter au jardin d'hiver d'une classe de 6ème de Corrèze en présence de monsieur DE PABLO""",2007-01-22,
20100562/1162,5006,"""Interview télévisée du Président par les Chaînes FUTURE TV-LBC-France 24, au Palais de l'Élysée, à l'occasion de la Conférence internationale sur le soutien au LIBAN.""",2007-01-24,
20100562/1163,5007,"""Remise d'un chèque des antiquaires à Madame Jacques CHIRAC dans le cadre de la Fondation des Hôpitaux de PARIS""",2007-01-23,
20100562/1164,5008,"""Réception offerte par Bernadette CHIRAC en l'honneur de l'association ""Balles blanches"", au Palais de l'Élysée.""",2007-01-23,
20100562/1165,5009,"""Entretien de Monsieur le Président de la République avec FOUAD SINIRA, Premier ministre du LIBAN""",2007-01-24,
20100562/1166,5010,"""Déjeuner offert par Bernadette CHIRAC en l'honneur de Jacques PEYRAT, Maire de Nice, et son épouse Monique, au Palais de l'Élysée""",2007-01-24,
20100562/1167,5011,"""Pot de départ de Sylvie LAGARDE (cabinet de Madame Jacques CHIRAC)""",2007-01-24,
20100562/1168,5012,"""Conférence internationale sur le soutien au Liban, au Centre de Conférences internationales à Paris""",2007-01-25,
20100562/1169,5013,"""Entretien de Madame Jacques CHIRAC avec Madame BAN KI MOON""",2007-01-25,
20100562/1170,5014,"""Entretien du Président avec BAN KI-MOON, Secrétaire Général des Nations Unies, au Palais de l'Elysée""",2007-01-26,
20100562/1171,5015,"""Messe de funérailles célébrée à l'occasion de l'hommage national à l'Abbé PIERRE""",2007-01-26,
20100562/1172,5016,"""Cérémonie de remise des insignes d'Officier de la Légion d'Honneur à Marwan HAMADE, Ministre des Télécommunications du LIBAN, au Palais de l'Elysée""",2007-01-27,
20100562/1173,5017,"""Entretien avec EKMELEDDIN ISHANGOLU secrétaire général de l'Organisation de la conférence islamique""",2007-01-28,
20100562/1174,5018,"""Visite d'Etat de Ilham ALIEV, Président d'Azerbaïdjan et son épouse Mehriban ALIEVA, à Paris, au Palais de l'Élysée""",2007-01-29,
20100562/1175,5019,"""Dîner d'état offert par Monsieur le Président de la République et Madame Jacques CHIRAC en l'honneur du Président de la République Azerbaidjanaise et de Madame Ilham ALIYEV""",2007-01-29,
20100562/1176,5020,"""Déplacement du Président à Paris au Centre Georges-Pompidou, à l'occasion du 30ème anniversaire du Centre Georges-Pompidou""",2007-01-31,
20100562/1177,5021,""""" Citoyens de la terre"" conférence de Paris pour la gouvernance écologique mondiale. Cérémonie d'ouverture par Monsieur le Président de la République""",2007-02-02,
20100562/1178,5022,"""Entretien du Président avec Jean CHAREST, Premier Ministre du Québec, au Palais de l'Élysée""",2007-02-02,
20100562/1179,5023,"""Entretien de Monsieur le Président de la République avec Sa Sainteté BARTHOLOMEE 1er patriarche œcuménique de Constantinople""",2007-02-02,
20100562/1180,5024,"""Cérémonie de clôture de la Conférence de Paris pour une Gouvernance écologique mondiale, au Palais de l'Elysée""",2007-02-03,
20100562/1181,5025,"""Déjeuner offert par Monsieur le Président de la République et Madame Jacques CHIRAC en l'honneur de Gerhard SCHROEDER ancien chancelier d'Allemagne et de sa famille""",2007-02-04,
20100562/1182,5026,"""Entretien du Président avec Chakib BENMOUSSA, Ministre de l'Intérieur du Maroc, au Palais de l'Élysée""",2007-02-05,
20100562/1183,5027,"""Remise du rapport du Haut comité d'évaluation de la condition militaire""",2007-02-06,
20100562/1184,5028,"""Cérémonie de remise des Lettres de Créance au Président, au Palais de l'Élysée""",2007-02-06,
20100562/1185,5029,"""Remise du rapport de la Cour des comptes""",2007-02-07,
20100562/1186,5030,"""Entretien du Président avec le Centre éducatif du Limousin, au Palais de l'Élysée.""",2007-02-07,
20100562/1187,5031,"""Cérémonie de décorations : André BORD, Françoise de VEYRINAS, Jean-Pierre BETHOUX, Patrick GOHET, Dominique VADROT, Bernard VAL, Francine MARIANI-DUCRAY, Claude ONZALEZ, Jean-Pierre ATLAN, Maurice QUENET, Alain BENTOLILA, Jean-François ROUBAUD""",2007-02-09,
20100562/1188,5032,"""Cérémonie privée de remise de décoration à Anne KERCHACHE, membre du Conseil d'Administration du Musée du Quai Branly, au Palais de l'Élysée""",2007-02-09,
20100562/1189,5033,"""Remise du rapport annuel du Médiateur de la République, Jean-Paul DELEVOYE""",2007-02-12,
20100562/1190,5034,"""Déplacement du Président à Paris, à la Cité des Sciences et de l'Industrie, à l'occasion du Forum Afrique Avenir ""Rencontres des réussites africaines"".""",2007-02-12,
20100562/1191,5035,"""Dîner offert en l'honneur de Maurice BEJART par Madame Jacques CHIRAC""",2007-02-12,
20100562/1192,5036,"""24ème conférence des chefs d'États d'Afrique et de France""",2007-02-14,
20100562/1193,5036,"""24ème Conférence des chefs d'Etat d'Afrique et de France, à Cannes (Alpes-Maritimes),""",2007-02-14 / 2007-02-15,
20100562/1194,5037,"""Décoration de CLINT EASTWOOD""",2007-02-17,
20100562/1195,5038,"""Déplacement du Président au Musée du Louvre à Paris, à l'occasion de l'inauguration de l'exposition "" ARMENIA SACRA"", en présence de Robert KOTCHARIAN, Président de la République d'Arménie.""",2007-02-19,
20100562/1196,5039,"""Déjeuner de travail avec ROBERT KOTCHARIAN Président de la République d'Arménie""",2007-02-19,
20100562/1197,5040,"""2ème anniversaire de l'assassinat de Rafic HARIRI, ancien Premier Ministre du Liban, à l'Institut du Monde Arabe à Paris.""",2007-02-19,
20100562/1198,5041,"""Remise d'un chèque de madame Mariana Vardinoyannis présidente ""ELPIDA"" et de la fondation pour l'enfance et la famille à Madame Jacques CHIRAC""",2007-02-20,
20100562/1199,5042,"""Entretien du Président avec Pierre BOULLE, directeur et rédacteur en chef du ""Publicateur Libre"" et de Robert LOQUET maire de Domfront (Orne), en présence de Gérard de PABLO, au Palais de l'Élysée""",2007-02-22,
20100562/1200,5043,"""Déjeuner offert par monsieur le Président de la République en l'honneur de NAMBARYN ENKHBAYAR Président de MONGOLIE""",2007-02-22,
20100562/1201,5044,"""Rencontre Franco-allemande dite ""de Blaesheim"" à Meseberg en Allemagne""",2007-02-23,
20100562/1202,5046,"""Entretien du Président avec Mahmoud ABBAS, Président de l'Autorité Palestinienne, au Palais de l'Élysée.""",2007-02-24,
20100562/1203,5047,"""Photographies avec Mesdames TOUPART et HENON (ONM) avec le Président de la République et Monsieur BLANGY""",2007-02-27,
20100562/1204,5048,"""Entretien du Président avec Jean-Michel LEMETAYER Président de la Fédération Nationale des Syndicats d'Exploitants Agricoles (FNSEA), au Palais de l'Élysée""",2007-03-02,
20100562/1205,5049,"""Entretien de Monsieur le Président de la République avec SAAD HARIRI, Président du mouvement pour le Futur du Liban""",2007-03-02,
20100562/1206,5050,"""Cérémonie de remise des insignes de Commandeur de la Légion d'Honneur par le Président, au Général Omar SULEIMAN, au Palais de l'Élysée""",2007-03-02,
20100562/1207,5051,"""Inauguration du 44ème salon international de l'agriculture par Monsieur le Président de la République""",2007-03-03,
20100562/1208,5052,"""Cérémonie de prestation de serment des nouveaux membres et Président du Conseil Constitutionnel devant le Président, au Palais de l'Élysée""",2007-03-05,
20100562/1209,5053,"""Déjeuner offert en l'honneur de l'équipe de Michel DRUCKER pour l'émission VIVEMENT DIMANCHE""",2007-03-05,
20100562/1210,5054,"""Entretien privé du Président avec la comédienne Charlotte VALANDREY, au Palais de l'Élysée""",2007-03-05,
20100562/1211,5055,"""Entretien avec JUAN SOMAVIA directeur général du Bureau International du Travail suivi d'une remise de décoration""",2007-03-06,
20100562/1212,5056,"""Conseil européen de printemps à Bruxelles en Belgique""",2007-03-08 / 2007-03-09,
20100562/1213,5057,"""Intervention télévisée de Monsieur le Président pour annoncer sa non-canditature à l'élection présidentielle 2007""",2007-03-11,
20100562/1214,5058,"""Déjeuner du Président avec Jean-Claude JUNCKER, Premier ministre du Grand duché du Luxembourg, au Palais de l'Élysée""",2007-03-12,
20100562/1215,5059,"""Photographies de Monsieur le Président avec Mme TAKAKO""",2007-03-12,
20100562/1216,5060,"""Déjeuner offert par Bernadette CHIRAC, en l'honneur de Corine PERBEN et des associations lyonnaises, au Palais de l'Élysée""",2007-03-13,
20100562/1217,5061,"""Photographies de Monsieur le Président de la République avec Monsieur BILI conseiller technique cellule diplomatique""",2007-03-13,
20100562/1218,5062,"""Réception par le Président du rapport annuel du Conseil d'État remis par Jean-Marc SAUVE, Vice-président du Conseil d'État, au Palais de l'Élysée.""",2007-03-14,
20100562/1219,5063,"""Déjeuner offert par le Président de la République à l'occasion de l'inauguration de la ligne grande vitesse EST""",2007-03-15,
20100562/1220,5064,"""Entretien du Président avec Terje ROED-LARSEN, Représentant spécial des Nations Unies pour le processus de paix au Moyen-Orient, au Palais de l'Élysée.""",2007-03-16,
20100562/1221,5065,"""Cérémonie de remise de décoration : Mme DE ROMILLY, Grand Rabbin SITRUK, Mme COTTA, M. ETIENNE, Mme BRESSAND, M. PAYE, M. ANDRE, Mme STORZ, M. SEGAL, Melle MAURESMO, M. FAUVET, Mgr MINNERATH, M. REMOND, Mme LATTES""",2007-03-16,
20100562/1222,5066,"""Déplacement du Président au Centre de Conférences Internationales de Paris à l'occasion de la session de clôture de la conférence sur la couverture du risque maladie dans les pays en développement""",2007-03-16,
20100562/1223,5067,"""Remise des insignes de chevalier de la Légion d'honneur à SAAD HARIRI président du Mouvement du futur""",2007-03-18,
20100562/1224,5068,"""Entretien avec DAI BINGGUO, Vice-ministre des Affaires Étrangères chinois, au Palais de l'Elysée.""",2007-03-19,
20100562/1225,5069,"""Réception offerte à l'occasion de la journée de la Francophonie et de la présentation de la Maison Francophone""",2007-03-19,
20100562/1226,5070,"""Déplacement et visite du Président en compagnie de Hamid KARZAI, Président de la République d'Afghanistan au Musée Guimet à Paris, à l'occasion de l'exposition ""Afghanistan, les trésors retrouvés"".""",2007-03-19,
20100562/1227,5071,"""Entretien de Monsieur le Président de la République avec HAMID KARZAI Président de la République islamique d'Afghanistan""",2007-03-19,
20100562/1228,5072,"""Entretien du Président avec Bernard EMIE, Ambassadeur de France au Liban, au Palais de l'Élysée.""",2007-03-19,
20100562/1229,5073,"""Hommage militaire solennel rendu à LUCIE AUBRAC par Monsieur le Président de la République aux Invalides""",2007-03-21,
20100562/1230,5074,"""Réunion avec le Président sur la Présentation du projet de bibliothèque numérique européenne, au Palais de l'Élysée.""",2007-03-21,
20100562/1231,5075,"""Photographies avec Fabienne BUCCIO dans le bureau du Président de la République""",2007-03-21,
20100562/1232,5076,"""Photo de famille du Président avec Alain DEVAQUET, Chargé de mission, au Palais de l'Élysée.""",2007-03-22,
20100562/1233,5077,"""Entretien avec Serge Klarsfeld président de l'association des fils et filles des déportés juifs de France""",2007-03-23,
20100562/1234,5078,"""Cérémonie de prise d'armes de printemps dans la cour d'honneur à l'Hôtel National des Invalides""",2011-03-23,
20100562/1235,5079,"""Déjeuner de Madame Jacques CHIRAC à l’association PONT NEUF""",2007-07-23,
20100562/1236,5080,"""Déplacement du Président et de Bernadette CHIRAC à Berlin en Allemagne à l'occasion du 50ème anniversaire du Traité de Rome""",2007-03-24 / 2007-03-25,
20100562/1237,5081,"""Entretien de Monsieur le Président de la République avec son Altesse Cheikh Sultan Bin Mohamed Al Qasimi émir de Charjah membre du conseil suprême des Émirats Arabes Unis""",2007-03-26,
20100562/1238,5082,"""Allocution du Président consacrée à la lutte contre le cancer, au Palais de l'Élysée.""",2007-03-27,
20100562/1239,5083,"""Conseil des ministres, présentation à Monsieur le Président de la République des ministres nouvellement nommés M. BAROIN, M. BAS, M. MARITON""",2007-03-28,
20100562/1240,5084,"""Cérémonie de remise des Lettres de Créance au Président, au Palais de l'Élysée.""",2007-03-28,
20100562/1241,5086,"""Rencontre du Président avec les membres fondateurs de la Fondation France-Israël, au Palais de l'Elysée""",2007-03-30,
20100562/1242,5088,"""Déplacement du Président en l'Église de Saint-Louis-en l'Ile à l'occasion d'une messe à la mémoire de l'ancien Président de la République, Georges POMPIDOU.""",2007-04-02,
20100562/1243,5089,"""Visite aux Armées 1er RPIMA à Bayonne""",2007-04-03,
20100562/1244,5090,"""Déjeuner privé offert par Bernadette CHIRAC, au Palais de l'Élysée.""",2007-04-03,
20100562/1245,5091,"""Audience du Haut Comité à la science et la technologie""",2007-04-04,
20100562/1246,5092,"""Entretien en tête-à-tête du Président suivi d'un déjeuner avec le Roi Abdullah II de Jordanie, au Palais de l'Élysée.""",2007-04-10,
20100562/1247,5093,"""Remise du deuxième rapport de la HALDE à Monsieur le Président de la République""",2007-04-11,
20100562/1248,5094,"""Entretien en tête-à-tête du Président, suivi d'un déjeuner avec Thabo MBEKI, Président de la République d'Afrique du Sud, au Palais de l'Élysée.""",2007-04-12,
20100562/1249,5095,"""Dîner offert en l'honneur du VARIETE CLUB de France""",2007-04-12,
20100562/1250,5096,"""Cérémonie collective de remise de décoration, au Palais de l'Élysée.""",2007-04-13,
20100562/1251,5097,"""Entretien avec Jean CHRETIEN et Jean PELLETIER""",2007-04-14,
20100562/1252,5098,"""Entretien du Président, suivi d'un déjeuner avec Hosni MOUBARAK, Président de la République d'Égypte, au Palais de l'Élysée""",2006-04-16,
20100562/1253,5099,"""Entretien avec Mahmoud ABBAS, Président de l'Autorité palestienne""",2007-04-17,
20100562/1254,5100,"""Remise du Maillot officiel à la section rugby de l'Élysée sans le Président""",2007-04-17,
20100562/1255,5101,"""M. Massoni""",2007-04-19,
20100562/1256,5102,"""Lettres de créance, Pakistan, Comores, Croatie, Antigua et Barbuda""",2007-04-20,
20100562/1257,5103,"""M. Bonnafont et journalistes""",2007-04-20,
20100562/1258,5104,"""Service d’Annie Lhéritier, chef de cabinet""",2007-04-20,
20100562/1259,5110,"""Remise Décoration Monsieur BLANGY à Mme MERCIER""",2007-04-25,
20100562/1260,5112,"""Photo de famille du Président avec Bernard DIGUET, Conseiller technique ""Affaires africaines », au Palais de l'Élysée.""",2007-04-26,
20100562/1261,5113,"""Entretien avec le co-Prince d'Andorre suivi d’une remise de lettres de créance""",2007-04-26,
20100562/1262,5114,"""Dîner offert par le Président et Bernadette CHIRAC en l'honneur des Conseillers du Président, au Palais de l'Élysée.""",2007-04-26,
20100562/1263,5115,"""Cérémonie de remise de décoration""",2007-04-27,
20100562/1264,5116,"""Cérémonie privée de remise de décoration à François PINAULT, au Palais de l'Élysée""",2007-04-27,
20100562/1265,5118,"""Cérémonie de remise du muguet au Président, au Palais de l'Élysée""",2007-05-01,
20100562/1266,5119,"""Réception en l'honneur des collaborateurs de Monsieur le Président""",2007-05-02,
20100562/1267,5120,"""Cérémonie collective de remise de décoration, au Palais de l'Élysée""",2007-05-03,
20100562/1268,5122,"""Photo de famille du Président et ses chauffeurs et clichés, au sein de son secrétariat particulier, de ses collaborateurs directs, au Palais de l'Élysée""",2007-05-04,
20100562/1269,5123,"""Remise de décoration par Monsieur BLANGY à Madame JACQUOT""",2007-05-04,
20100562/1270,5124,"""Photo de famille du Président avec Dominique BOCHE, Conseiller technique Cellule diplomatique, au Palais de l'Elysée""",2007-05-07,
20100562/1271,5125,"""Célébration du 62ème anniversaire de la victoire de 1945 (Arc de Triomphe et statue du général DE GAULLE)""",2007-05-08,
20100562/1272,5126,"""Déjeuner du Président avec les membres du Gouvernement, au Palais de l'Elysée.""",2007-05-09,
20100562/1273,5127,"""Photographies avec un huissier et les garçons de vestibule""",2007-05-09,
20100562/1274,5128,"""Déplacement du Président accompagné de Nicolas SARKOZY, Président de la République élu, au Jardin du Luxembourg à Paris, à l'occasion de la cérémonie en l'honneur de la journée commémorative du souvenir de l'esclavage et de son abolition""",2007-05-10,
20100562/1275,5129,"""Entretien avec Saad HARIRI, Président du Mouvement du Futur Liban, en présence du Président élu, Monsieur Nicolas SARKOZY.""",2007-05-10,
20100562/1276,5130,"""Photo de famille du Président et Agathe SANSON, Conseiller Presse ainsi que Marie-Claude FABRE du secrétariat particulier du Président, les huissiers, les garçons du vestibule et les photographes du Palais de l'Élysée, au Palais de l'Élysée.""",2007-05-11,
20100562/1277,5131,"""Remise des insignes Grand Croix de l'ordre national du mérite à Philippe SEGUIN""",2007-05-11,
20100562/1278,5132,"""Entretien du Président avec Tony BLAIR, Premier Ministre du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord, au Palais de l'Élysée""",2007-05-11,
20100562/1279,5133,"""89ème édition de la finale de la coupe de France entre l’Olympique de Marseille et le Football Club Sochaux-Montbéliard au Stade de France""",2007-05-12,
20100562/1280,5134,"""Photo de famille du Président avec le journaliste d'investigation Pierre PEAN, ainsi que Claude CHIRAC et Frédéric SALAT-BAROUX, au Palais de l'Élysée""",2007-03-21,
20100562/1281,5138,"""Dernière intervention radiotélévisée du Président et photo de famille avec le personnel du service audio-visuel, de la cellule communication et de l'intendance, au Palais de l'Élysée""",2007-05-15,
