N°Reportage,Date,Intitulé,Lieux,Photographe
70284,29/10/07,Remise du rapport deÉdouard BALLADURsuivi d'un déjeuner avecl'ensemble de la Commission,Élysée,M.Klein
70285,29/10/07,"Entretien avec SidiMohamed Ould CheikhABDALLAHI, Président dela République islamique deMauritanie",Élysée,M.Klein
70286,30/10/07,"Entretien avec ThéodoroOBIANG NGUEMAMBASOGO, Président de la",Élysée,A.Roine
,,Guinée équatoriale,,
70287,30/10/07,Déplacement à Ajaccio etBastia pour un Conseil desministres décentralisé,Corse duSud/HauteCorse,M.Klein
70288,04/11/07,Arrivée à Villacoublay desjournalistes prisonniers auTchad,Yvelines,M.Klein
70289,05/11/07,"Entretien avec HervéMORIN et FrançoisSAUVADET, NouveauCentre",Élysée,A.Roine
70290,05/11/07,Bicentenaire de la Cour descomptes à Paris,Paris,A.Roine
70291,05/11/07,Réunion Grande Distribution- Fournisseurs,Élysée,A.Roine
70292,06/11/07,Rencontre avec desreprésentants de la filièrepêche au le Guilvinec,Finistère,D.Noizet
70293,06/11/07,Déplacement à Washington,États-Unis,A.Roine
70294,08/10/07,Entretien avec les famillesdes six ressortissantsfrançais détenus au Tchad,Élysée,D.Noizet
70295,08/10/07,"Entretien avec Marie-Georges BUFFET,Présidente du partiCommuniste",Élysée,D.Noizet
70296,08/10/07,Remise du Rapport de JoëlMENARD sur le PlanALZHEIMER,Élysée,D.Noizet
70298,09/11/07,Hommage au Général deGaulle à Colombey-les-deux-Eglises,Haute-Marne,A.Roine
70300,11/11/07,Cérémonie commémorativedu 11 Novembre,Paris,Noizet/Roine
70301,12/11/07,Déplacement à Berlin pourle 8 ème conseil desministres franco-allemand,Allemagne,D.Noizet
70302,13/11/07,Déplacement à Strasbourg àl'invitation du Parlementeuropéen,Bas-Rhin,M.Klein
70303,13/11/07,"Entretien avec FrançoisBayrou, Président duMouvement Démocrate",Élysée,D.Noizet
70304,13/11/07,"Rencontre avec les dirigeantsdes quatre entreprisespubliques : SNCF, RATP,EDF, Gaz de France",Élysée,D.Noizet
70305,14/10/07,"Entretien avec AlfredGusenbauer, Chancelier",Élysée,D.Noizet
,,fédéral d'Autriche,,
70306,14/10/07,"Décoration collective: PierreBEROLINI, GenevièveMATHIEU, BernardJANVIER,, ChristianNOYER, Joël MERGUI,Diane DE SELLERS, ÉricDE SERIGNY, Nicole LEQUERLE, ChristopheMOULIN",Élysée,Noizet/Klein
70307,15/11/07,"Entretien avec Philippe deVilliers, Président duMouvement pour la France",Élysée,M.Klein
70308,15/11/07,50ème anniversaire de laremise du prix Nobel delittérature à Albert Camus,Élysée,L.Blevennec
70309,15/11/07,"Entretien avec GediminasKirkilas, Premier ministrede Lituanie",Élysée,M.Klein
70310,15/11/07,"Entretien avec MichelineCalmy-Rey, Présidente de laconfédération Suisse",Élysée,D.Noizet
70311,16/11/07,"Rencontre avec les dirigeantsdes entreprises publiques :SNCF, RATP, EDF, Gaz deFrance",Élysée,L.Blevennec
70312,16/11/07,"Entretien avec ViktorZoubkov, Premier Ministrede la Fédération de Russie",Élysée,D.Noizet
70313,19/11/07,"Remise des lettres decréance: suède, équateur,tchad, Bangladesh,Slovaquie, Seychelles,Andorre, Canada",Élysée,D.Noizet
70314,19/11/07,"Déjeuner avec Sa Majesté laReine Margreth II deDanemark et Son AltesseRoyale Henrik, PrinceConsort",Élysée,L.Blevennec
70315,19/11/07,"Entretien avec Jean-MarieLe Pen, Président du FrontNational",Élysée,D.Noizet
70316,19/11/07,"Entretien avec FrançoisBozizé, Président de laRépublique centrafricaine",Élysée,L.Blevennec
70318,20/11/07,"Remise du rapport «Adolescents en souffrance :plaidoyer pour une véritableprise en charge » deDominique Versini,",Élysée,L.Blevennec
,,Défenseure des Enfants,,
70319,20/11/07,"Déjeuner avec HugoChavez, Président de laRépublique du Venezuela",Élysée,M.Klein
70320,20/11/07,Cérémonie de prise d'armesaux Invalides et Visite del'Institut National desInvalides de Guerre,Paris,Noizet/Blevennec
70321,20/11/07,Discours du Président de laRépublique devant leCongrès de l'Association desMaires de France àl'occasion de son 100eanniversaire-Portes deVersailles,Paris,M.Klein
70322,20/11/07,"Entretien avec Ilham Aliev,Président de la Républiqued'Azerbaïdjan",Élysée,M.Klein
70323,21/11/07,"Remise de décoration àFrançois Fillon, Premierministre, de la Grand Croixde l'Ordre National duMérite",Élysée,L.Blevennec
70324,21/11/07,Remise du rapport duConseil Supérieur de laMagistrature,Élysée,D.Noizet
70326,21/11/07,Obsèques militaires dusergent  Matthieu MERCIERet du caporal-chef LudovicMARTIN à la caserneChamperret,Paris,L.Blevennec
70327,22/11/07,"Entretien avec WilfriedMartens, Président du PartiPopulaire Européen",Élysée,M.Klein
70328,22/11/07,Rencontre avec le Clubd’affaires franco-japonais,Élysée,P.Segrette
70329,22/11/07,"Entretien avec Jean-ClaudeTrichet, Président de laBanque Centrale Européenne",Élysée,P.Segrette
70330,23/11/07,"Entretien avec CaroleBOUQUET, Défense dessans papiers",Élysée,D.Noizet
70331,23/11/07,"Entretien avec JavierSolana, Haut Représentantpour la Politique étrangère etde la sécurité commune del’Union européenne",Élysée,D.Noizet
70332,23/11/07,Remise du rapport de DenisOlivennes et signature d’unaccord sur le développement,Élysée,Noizet/Segrette
,,et la protection des œuvresculturelles dans lesnouveaux réseaux decommunication,,
70333,23/11/07,Remise de décoration àBeate Klarsfeld et à ArnoKlarsfeld,Élysée,Noizet/Segrette
70334,24/11/07,"Entretien avec MM.Bernard-Henri Levy, PascalBruckner, AndréGlucksmann et ChristopheOno-dit-Biot sur la situationen Birmanie",Élysée,P.Segrette
70336,26/11/07,"Visite d'État à Xian, Pékinet Shangaï",Chine,Blevennec/Klein
70337,28/11/07,Rencontre avec les famillesdes deux jeunes de Villiersle bel,Élysée,D.Noizet
70338,28/11/07,Conseil de sécurité suite auxincident à Villiers le bel,Élysée,P.Segrette
70339,29/11/07,Présentation par le Présidentde la République desobjectifs de sécuritéintérieure,Hauts-de-Seine,M.Klein
70340,29/11/07,"Entretien avec CélineMarcot, enseignante à Loossuite à son agression",Élysée,P.Segrette
70341,29/11/07,Déclaration sur la violenceurbaine et le pouvoir d'achat,Élysée,D.Noizet
70342,30/11/07,Sommet Franco-italien àNice,Alpes-Maritimes,M.Klein
70343,30/11/07,Déplacement à la Maison del’éducation de la Légiond’honneur de Saint-Denis,Seine-Saint-Denis,M.Klein
70344,01/12/07,"Rencontre avec lesreprésentants de plusieursONG sur le thème de la luttecontre les pandémies (sida,tuberculose, paludisme)",Élysée,M.Klein
70345,03/12/07,Visite d'État à Alger etConstantine,Algérie,Noizet/Segrette
70347,05/12/07,Rencontre avec l’ensembledes Associations desAnciens Combattantsd’Afrique du Nord et deRapatriés Harkis,Élysée,M.Klein
70348,06/12/07,"Remise du rapport de LionelSTOLERU, AncienMinistre, relatif à l'accès desPME aux marchés publics",Élysée,P.Segrette
70350,06/12/07,"Sommet Franco-allemand auPalais, suivi visite expositionGustave courbet",Élysée,Blevennec/Segrette
70351,07/12/07,Déplacement à Lyon sur lethème des PME et dupouvoir d'achat,Rhône,D.Noizet
70352,07/12/07,Entretien avec L'anciennePrésidente de Lettonie,Élysée,L.Blevennec
70353,07/12/07,"Entretien avec DenisSASSOU N’GUESSO,Président de la Républiquedu Congo",Élysée,P.Segrette
70354,08/12/07,Sommet Euro-Afrique àLisbonne,Portugal,P.Segrette
70355,10/12/07,"Entretien avec JacquesVOISIN , Président de laCFTC",Élysée,M.Klein
70357,10/12/07,"Entretien avec le Guide de laRévolution Libyenne, leColonel MouammarQADDAFI",Élysée,D.Noizet
70358,10/12/07,"Entretien avec BenjaminNetanyahu, ancien Premierministre d'Israël et Présidentdu Likoud",Élysée,D.Noizet
70359,11/12/07,Déplacement à Nancy sur lethème du logement,Meurthe-et-Moselle,P.Segrette
70360,11/12/07,"Entretien avec IsmaïlOMAR GUELLEH,Président de la Républiquede Djibouti",Élysée,L.Blevennec
70361,12/12/07,Conseil de modernisationdes politiques publiques,Élysée,L.Blevennec
70362,12/12/07,"Déjeuner avec Sa Majesté,Juan Carlos Ier, Roid'Espagne",Élysée,M.Klein
70363,12/12/07,"Entretien avec le Guide de laRévolution Libyenne, leColonel MouammarQADDAFI",Élysée,D.Noizet
70364,12/12/07,"Entretien avec DonaldTUSK, Premier ministre dela République de Pologne",Élysée,M.Klein
70366,13/12/07,Signature du Traité Simplifiéà Lisbonne,Portugal,P.Segrette
70367,13/12/07,Rencontre avec lesreprésentants de l'associationdes victimes de l'attentatcontre le DC 10 d'UTA,Élysée,P.Segrette
70368,13/12/200,Réception à l'Archevêché de,Paris,D.Noizet
,7,Paris en l'honneur deMonseigneur Vingt-Trois,,
70369,14/12/07,Conseil Européen àBruxelles,Belgique,D.Noizet
70370,14/12/07,Rencontre avec les famillesdes membres de l'arche dezoé,Élysée,D.Noizet
70371,16/12/07,"Entretien avec MahmoudABBAS, Président del’Autorité Palestinienne",Élysée,D.Noizet
70372,17/12/07,"Entretien avec TonyBLAIR, ancien PremierMinistre britannique",Élysée,L.Blevennec
70373,17/12/07,Ouverture de la Conférenceinternationale sur lareconstruction desTerritoires Palestiniens,Paris,D.Noizet
70375,17/12/07,"Entretien avec BAN Ki-Moon, Secrétaire généraldes Nations Unies",Élysée,M.Klein
70376,17/12/07,"Déjeuner avec JanezJANSA, Premier ministre dela République de Slovénie",Élysée,M.Klein
70377,17/12/07,"Entretien avec CondoleezzaRICE, Secrétaire d'État desÉtats-Unis",Élysée,P.Segrette
70378,18/12/07,"Déplacement au Mas duPont de Rousty, la pointe deCacharel, Saintes-Marie dela Mer et au Mas du Jus surle thème de l'environnement",Camargue,L.Blevennec
70380,18/12/07,"Entretien avec StjepanMESIC, Président de laRépublique de Croatie",Élysée,P.Segrette
70382,19/12/07,"Entretien avec ZeljkoKOMSIC, Président de laprésidence collégiale deBosnie-Herzégovine",Élysée,D.Noizet
70383,19/12/07,"Déjeuner avec l'équipe dufilm ""Astérix aux jeuxolympique""",Élysée,L.Blevennec
70384,19/12/07,"Projection en avant premièredu film ""Astérix aux jeuxolympique"" suivi de l'arbrede noël de l'Élysée",Élysée,Blevennec/Klein
70385,19/12/07,Conférence sociale - Hôtelde Marigny,Élysée,D.Noizet
70387,20/12/07,Déplacement au Saint-Siège,Vatican,P.Segrette
70389,21/12/200,Conseil restreint de sécurité,Élysée,P.Segrette
,7,routière,,
70392,24/12/07,Visite à des enfants maladesà l'hôpital Necker,Paris,P.Segrette
70394,30/12/07,Visite officielle au Caire,Égypte,P.Segrette
70395,31/12/07,Vœux aux français,Élysée,D.Noizet
N°Reportage,Date,Intitulé,Lieux,Photographe
80396,01/01/08,Réception avec des personnelsayant travaillé la nuit de la Saint-Sylvestre,Élysée,D.Noizet
80397,03/01/08,Vœux au gouvernement,Élysée,D.Noizet
80399,07/01/08,"Déjeuner avec Anders FoghRASMUSSEN, Premier ministredu Royaume du Danemark",Élysée,M.Klein
80400,08/01/08,Conférence de presse duPrésident de la République,Élysée,Blevennec/Segrette
80403,08/01/08,Entretien avec le chanteur Bono,Élysée,M.Klein
80404,09/01/08,Vœux aux parlementaires et auConseil de Paris,Élysée,Klein/Segrette
80405,10/01/08,Sommet Franco-espagnol,Élysée,Noizet/Blevennec
80406,10/01/08,Vœux aux Armées et aux ancienscombattants,Élysée,M.Klein
80407,10/01/08,Déclaration pour la libération desotages détenus par les FARC,Élysée,M.Klein
80408,11/01/08,Vœux aux Corps constitués etaux fonctionnaires à Lille,Nord,L.Blevennec
80409,11/01/08,"Déplacement à Pléneuf-Val-André, suite au naufrage de la""petit Julie""",Côted'Armor,L.Blevennec
80410,11/01/08,Rencontre avec le Président de laConfédération Nationale desBoulangers de France pour latraditionnelle Galette des Rois,Élysée,M.Klein
80413,13/01/08,Déplacement à Riyad,ArabieSaoudite,Klein/Segrette
80414,14/01/08,Déplacement à Doha,Qatar,Klein/Segrette
80415,15/01/08,Déplacement à Abou Dabi,ÉmiratsArabesUnis,Klein/Segrette
80416,16/01/08,Rencontre avec les représentantsde la filière pêche,Élysée,P.Segrette
80417,17/01/08,Vœux aux forces de la Nation,Élysée,Blevennec/Roine
80418,17/01/08,"Entretien avec Amartya SEN,Prix Nobel d'Économie",Élysée,P.Segrette
80419,17/01/08,Vœux aux Autorités religieuses,Élysée,P.Segrette
80421,18/01/08,Déplacement à Sens sur le thèmede la libération de la croissance,Yonne,P.Segrette
80422,18/01/200,Vœux aux corps diplomatique,Élysée,Blevennec/Roine
,8,,,
80424,19/01/08,Déplacement à Boulogne-sur-Mer pour une rencontre avec lespêcheurs,Pas-de-Calais,P.Segrette
80426,21/01/08,"Entretien avec Alvaro Uribe,Président de la République deColombie",Élysée,P.Segrette
80427,21/01/08,"Décoration collective: YvesRocher, Joseph Briend, BéatriceHess, Catherine Trochain, MarcMadiot, Jacques Rocher, SylvianeTavernier, Lucien Neuwirth,Hélène Gisserot",Élysée,Blevennec/Klein
80428,21/01/08,"Entretien avec LEE HsiengLoong, Premier ministre deSingapour",Élysée,D.Noizet
80429,21/01/08,"Entretien avec DominiqueSTRAUSS-KAHN, Directeurgénéral du Fonds monétaireinternational",Élysée,M.Klein
80431,21/01/08,Déplacement au Commissariat depolice de Sartrouville,Yvelines,L.Blevennec
80432,22/01/08,Déplacement à Bordeaux sur lethème de la sécurité,Gironde,M.Klein
80433,22/01/08,Déplacement à Pau sur le thèmede la sécurité,Pyrénées-Atlantiques,M.Klein
80434,22/01/08,"Entretien avec PervezMUSHARRAF, Président de laRépublique islamique du Pakistan",Élysée,A.Roine
80435,22/01/08,Réception avec des grandsentrepreneurs indiens,Élysée,M.Klein
80436,23/01/08,Remise du rapport JacquesATTALI sur la libération de lacroissance,Élysée,P.Segrette
80437,23/01/08,"Entretien avec MattiVANHANEN, Premier ministrede la République de Finlande",Élysée,P.Segrette
80438,23/01/08,"Entretien avec Ehud BARAK,Premier ministre adjoint etministre israélien de la Défense",Élysée,A.Roine
80439,23/01/08,"Entretien avec Cheikh HamadBin Jassem Bin Jaber Al Thani,Premier ministre du Qatar",Élysée,A.Roine
80441,25/01/08,Visite d'État à New Delhi et Agra,Inde,Noizet/Blevennec
80442,28/01/08,"Entretien avec LakshmiMITTAL, P.D.G d’ArcelorMittal",Élysée,D.Noizet
80443,28/01/08,Déplacement à l’Université Paris-Sud XI - Hommage au Professeur,Paris,A.Roine
,,"Albert FERT, Prix Nobel dePhysique 2007",,
80444,29/01/08,"Obsèques militaires du majorBOYER, du major REGNIER etdu gendarme BIENFAIT àNeufchâteau",Vosges,P.Segrette
80445,29/01/08,"Entretien avec Al GORE, ancienvice-président des États-Unisd’Amérique, suivi d'un déjeuner àl'hôtel Meurice à Paris",Élysée,Noizet/Blevennec
80446,29/01/08,"Entretien avec Nelson JOBIM,Ministre de la Défense de laRépublique fédérative du Brésil",Élysée,M.Klein
80447,29/01/08,"Entretien avec Bill GATES, PDGde MICROSOFT, Président de laFondation ""Bill et MelindaGATES""",Élysée,M.Klein
80448,29/01/08,"Déplacement à Londres avecMme Angela MERKEL, GordonBROWN, Romano PRODI, JoséManuel BARROSO, sur le thèmedes questions économiques etfinancières européennes etinternationales",Royaume-Uni,D.Noizet
80449,30/01/08,"Entretien avec Mariano RAJOY,Président du Partido Popular",Élysée,D.Noizet
80451,31/01/08,Réception des meilleurs ouvriersde France et des lauréats desolympiades de métier,Élysée,Klein/Segrette
80452,31/01/08,Entretien avec les organisationssyndicales de l'usine deGandrange,Élysée,A.Roine
80453,31/01/08,"Déjeuner avec Jose ManuelBarroso, Président de lacommission Européenne",Élysée,L.Blevennec
80454,31/01/08,Réception en l'honneur de MaxGallo à l'Académie Française,Paris,D.Noizet
80456,01/02/08,Déplacement à Nice et à SophiaAntipolis sur le thème de la luttecontre la maladie Alzheimer,Alpes-Maritimes,D.Noizet
80457,01/02/08,"Entretien avec Jaap de HOOPSCHEFFER, Secrétaire généralde l’OTAN",Élysée,A.Roine
80458,01/02/08,"Remise de décoration à TaharBEN  JELLOUN, écrivain",Élysée,D.Noizet
80459,04/02/08,Visite de l'usine sidérurgiqueArcelorMittal de Gandrange,Moselle,A.Roine
80460,04/02/08,Déplacement à Bucarest,Roumanie,A.Roine
80461,05/02/200,Déplacement à la Rochelle pour,Charente-,M.Klein
,8,l'inauguration du nouveau TGVd'ALSTOM,Maritime,
80462,05/02/08,Remise du rapport de DominiquePERBEN,Élysée,A.Roine
80463,05/02/08,"Entretien avec MichelROLLIER et Jean-DominiqueSENARD, gérants du groupeMichelin",Élysée,A.Roine
80465,06/02/08,Remise du rapport annuel de laCour des Comptes par PhilippeSEGUIN,Élysée,A.Roine
80466,06/02/08,"Cérémonie d'hommage au PréfetClaude ERIGNAC, placeBeauvau (10ème anniversaire dela mort du Préfet)",Paris,A.Roine
80468,06/02/08,Deuxième réunion sur l'Agendasocial avec les partenairessociaux,Élysée,D.Noizet
80469,07/02/08,Rencontre avec les organisationssyndicales de l'usine Kléber deToul (groupe Michelin),Élysée,P.Segrette
80470,07/02/08,Rencontre avec une délégationdes organisations représentativesdes taxis,Élysée,M.Klein
80471,07/02/08,"Déjeuner  avec Sa MajestéCheikh Hamad Bin Issa ALKHALIFA, Roi de Bahreïn",Élysée,A.Roine
80472,07/02/08,"Entretien avec René le Pape,Président de la confédération desburalistes",Élysée,P.Segrette
80474,08/02/08,Discours de présentation de lapolitique en faveur des quartiers «Espoirs banlieue »,Élysée,Roine/Segrette
80475,08/02/08,Rencontre avec les chauffeurs detaxis à la Gare Montparnasse,Paris,L.Blevennec
80476,11/02/08,"Déplacement à Camopi, Kourouet Cayenne PRIVE",Guyane,Roine/Segrette
80478,13/02/08,Dîner du CRIF au Pavillond'Armenonville,Paris,L.Blevennec
80479,14/02/08,"Entretien avec EL BARADEI,Directeur général de l’AgenceInternationale de l’ÉnergieAtomique (AIEA)",Élysée,P.Segrette
80481,15/02/08,Déplacement à Périgueux sur lethème de l’école et de la réformede l’enseignement primaire,Dordogne,P.Segrette
80483,16/02/08,"Entretien avec JosephSTIGLITZ, Prix Nobeld’économie",Élysée,P.Segrette
80484,16/02/200,Obsèques de Henri SALVADOR,Paris,P.Segrette
,8,à l'Église de la Madeleine,,
80486,18/02/08,Réunion avec les dirigeants de laMutualité Française,Élysée,A.Roine
80487,18/02/08,"Entretien suivi d'une remise dedécoration à ZHAO Jinjun,ancien Ambassadeur de Chine enFrance, et représentant spécial duPrésident de la Républiquepopulaire de Chine",Élysée,D.Noizet
